model,layer,n_layers,layer_frac,roi,rsa_mean,rsa_sem,noise_ceiling,rsa_noise_corrected
wav2vec2,12,25,0.5,Primary,0.11314291309404366,0.03321379251003619,0.6685215050960995,0.16924349064549454
wav2vec2,13,25,0.5416666666666666,Primary,0.16404826133540226,0.02555190294183869,0.6685215050960995,0.24538965476035124
wav2vec2,14,25,0.5833333333333334,Primary,0.15302209220106844,0.026880805739745866,0.6685215050960995,0.2288962898494516
wav2vec2,15,25,0.625,Primary,0.16680024294444917,0.02581233700367167,0.6685215050960995,0.24950617395691968
wav2vec2,16,25,0.6666666666666666,Primary,0.15844112417801837,0.024594258292211738,0.6685215050960995,0.23700228484832744
wav2vec2,17,25,0.7083333333333334,Primary,0.16762980520318316,0.02419695763173656,0.6685215050960995,0.2507470648668011
wav2vec2,18,25,0.75,Primary,0.19392026651472716,0.02374772271199962,0.6685215050960995,0.29007334100172477
wav2vec2,19,25,0.7916666666666666,Primary,0.1935450846279543,0.024095754471022024,0.6685215050960995,0.2895121296062605
wav2vec2,20,25,0.8333333333333334,Primary,0.1998327525471798,0.02317424099479236,0.6685215050960995,0.2989174634231908
wav2vec2,21,25,0.875,Primary,0.2364421120858209,0.01874155611344568,0.6685215050960995,0.3536791416333458
wav2vec2,22,25,0.9166666666666666,Primary,0.1366564911588281,0.012231823884437363,0.6685215050960995,0.20441599876309713
wav2vec2,23,25,0.9583333333333334,Primary,0.030226882588756374,0.02550379892083476,0.6685215050960995,0.04521452542414665
wav2vec2,24,25,1.0,Primary,0.02913332052840472,0.025430446342787707,0.6685215050960995,0.04357873352812611
wavlm,0,13,0.0,Primary,0.32394857171464686,0.011828459213126469,0.6685215050960995,0.48457464605881223
wavlm,1,13,0.08333333333333333,Primary,0.41008562429634526,0.02176035070981662,0.6685215050960995,0.613421739121759
wavlm,2,13,0.16666666666666666,Primary,0.3774236206201939,0.014187311141324693,0.6685215050960995,0.5645646665711068
